"Frequency / Hz","Vm2:Measured voltage","Vm2:Measured voltage"
208.00932381700611,58.352585895478299,-184.35625977632063
213.20575464532692,57.720154518967107,-184.79521392658486
218.5320012571805,57.102540270210646,-185.22190412533831
223.99130667421304,56.498461028781648,-185.63851287372364
229.58699493433002,55.906785911466471,-186.04690680636691
235.3224731156244,55.326513134747344,-186.44869490394353
241.20123341086219,54.756751790978356,-186.84527432328912
247.22685525379364,54.196706740958149,-187.23786680074963
253.40300749858349,53.645666007961509,-187.62754780494154
259.7334506536854,53.102990194718828,-188.01527005929339
266.22203917152666,52.568103547846249,-188.40188265321396
272.87272379538643,52.040486372813589,-188.78814666795608
279.68955396491123,51.51966856288729,-189.17474802684274
286.67668028171568,51.005224052293315,-189.56230811840905
293.83835703658582,50.496766040359098,-189.95139262010974
301.17894479981163,49.993942862128129,-190.3425188578226
308.70291307623199,49.496434403697805,-190.73616196663369
316.41484302660768,49.003948978626468,-191.1327600637
324.31943025697677,48.516220596289259,-191.53271860224024
332.42148767769811,48.033006564802449,-191.93641404267174
340.72594843391005,47.554085380577682,-192.34419695110648
349.2378689092078,47.079254864349195,-192.75639461483422
357.96243180434675,46.608330509827944,-193.17331324837161
366.90494929286638,46.141144016345038,-193.59523985035588
376.07086625554138,45.677541981173135,-194.02244376119646
385.46576359563721,45.217384730764643,-194.45517796311393
395.0953616369863,44.760545273123007,-194.89368015697178
404.96552360695165,44.306908356044005,-195.33817364520129
415.08225920640751,43.856369618011101,-195.78886804514624
425.45172826889336,43.40883482031073,-196.2459598536993
436.08024451119314,42.964219150452372,-196.70963288113853
446.97427937759693,42.52244658816943,-197.18005856930699
458.14046598021037,42.083449326434177,-197.65739620751552
469.58560313769237,41.64716724078702,-198.1417930577297
481.31665951489077,41.213547401077093,-198.63338439951977
493.34077786589273,40.78254362043193,-199.13229350371995
505.66527938307081,40.354116036787758,-199.63863154343281
518.29766815478422,39.928230722909191,-200.152497449782
531.24563573442731,39.504859321188015,-200.67397771976329
544.51706582363749,39.083978699997473,-201.20314618291255
558.12003907248027,38.665570628611235,-201.74006373301572
572.0628379995668,38.249621468143616,-202.28477803142852
586.35395203507369,37.836121876110425,-202.83732318784294
601.00208268975143,37.425066522566397,-203.39771942472166
616.01614885306208,37.016453815940338,-203.96597273119994
631.40529222367059,36.610285636955872,-204.5420745126996
647.17888287560913,36.206567079178051,-205.12600124204201
663.34652496347701,35.805306194937316,-205.71771411833799
679.91806257018629,35.406513745581101,-206.31715873960195
696.90358570077422,35.010202955136101,-206.92426479533194
714.31343642596846,34.616389266658651,-207.53894578503491
732.15821517921813,34.225090100707845,-208.16109876913961
750.44878721103976,33.836324615521292,-208.79060415790474
769.19628920460389,33.450113468649995,-209.42732554468756
788.41213605658913,33.066478579936216,-210.07110958904767
808.10802782743565,32.685442895869244,-210.72178595565558
828.29595686522214,32.307030155505373,-211.37916731374179
848.98821510752327,31.931264658260336,-212.04304940272755
870.19740156565899,31.558171034029598,-212.71321116785623
891.93642999593442,31.187774016168067,-213.38941497044743
914.21853676250691,30.820098218043803,-214.07140687574827
937.05728889668615,30.455167913906106,-214.7589170215596
960.46659235756863,30.093006824953875,-215.45166006945075
984.46070049903665,29.733637911530558,-216.14933573991922
1009.0542227482784,29.377083172442727,-216.85162943227115
1034.2621335011124,29.023363452453395,-217.55821292828782
1060.0997812395281,28.672498259009622,-218.26874517892529
1086.5828978770076,28.324505589291299,-218.98287317155507
1113.7276083373008,27.979401768618821,-219.70023287462797
1141.550440372499,27.637201301298621,-220.4204502557441
1170.0683346263795,27.297916734849522,-221.14314236841139
1199.2986549491513,26.961558538549806,-221.86791850137817
1229.259198969879,26.628134997133586,-222.59438138437449
1259.9682089330252,26.297652120378118,-223.32212844305224
1291.4443828057101,25.970113569140057,-224.0507530950623
1323.7068856624421,25.645520598424277,-224.779846079626
1356.7753613542718,25.323872017703273,-225.50899681158174
1390.6699444694482,25.005164168775657,-226.23779475153799
1425.4112725928806,24.689390921137964,-226.96583078304221
1461.0204988718604,24.376543684761373,-227.69269858871249
1497.5193048956955,24.066611439978942,-228.41799601637049
1534.9299138971032,23.759580784039937,-229.1413264279004
1573.2751042833925,23.455435993717874,-229.86230002340966
1612.5782235056831,23.154159103218866,-230.58053513430147
1652.863202274593,22.85572999648625,-231.29565948042605
1694.1545691310732,22.560126512855771,-232.00731138661746
1736.4774653812324,22.267324564934363,-232.71514095705987
1779.8576604042657,21.977298267373826,-233.41881120581291
1824.3215673428024,21.690020075140243,-234.11799914562988
1869.8962591852228,21.405460929811522,-234.81239683859189
1916.6094852497413,21.123590412206624,-235.50171241517984
1964.4896880802894,20.844376899627392,-236.18567107293248
2013.5660207644889,20.567787725810721,-236.86401606849091
2063.8683646842474,20.293789341421345,-237.53650972422815
2115.427347709815,20.022347472832621,-238.20293447683281
2168.2743628483404,19.753427276456218,-238.86309400486601
2222.4415873583075,19.486993485448206,-239.51681448477552
2277.9620023414859,19.223010544977907,-240.16394604268379
2334.8694128243155,18.961442731249239,-240.80436449235987
2393.198468340966,18.702254247969726,-241.43797348481317
2452.9846840305913,18.445409291945857,-242.06470724335907
2514.2644622616317,18.190872076210944,-242.68453413152551
2577.075114796331,17.938606794307862,-243.29746140831463
2641.4548855089488,17.688577501911151,-243.90354169523363
2707.442973671536,17.440747880190354,-244.50288193859458
2775.0795578214074,17.195080826399305,-245.09565607323898
2844.4058202248739,16.951537786056601,-245.68212329074328
2915.4639719521219,16.710077687805434,-246.26265499662799
2988.2972785785018,16.470655248692299,-246.8377756342328
3062.9500865278842,16.233218246965436,-247.40822637831852
3139.4678500741138,15.997703033129071,-247.97506804945778
3217.8971590170113,15.764026893380725,-248.5398544615328
3298.2857670497542,15.532074473525093,-249.10493941944935
3380.6826208349553,15.301672227926201,-249.67405497128783
3465.137889807077,15.072536654867616,-250.25348836574653
3551.7029967193812,14.844158767162821,-250.85473120065717
3640.430648953989,14.615509889193522,-251.50131521196533
3731.3748706141196,14.384134196452694,-252.25032703034955
3824.5910354180487,14.142286301036219,-253.28639532508859
3920.1359004148171,13.850133047239483,-255.68343590785071
4018.0676405422146,14.739993324755984,-238.73868336642266
4118.4458840480665,13.69755390964011,-250.79490227296702
4221.3317487964414,13.426482836294308,-252.28176214578079
4326.7878794808148,13.199964100589121,-253.12176222054055
4434.8784857668961,12.985353771013415,-253.76523663037548
4545.6693813883294,12.777065759651876,-254.32177486087923
4659.22802421907,12.57318461431101,-254.83046616436201
4775.6235573468393,12.372902308406628,-255.30881794879139
4894.9268511726623,12.175841463469716,-255.7659211317399
5017.2105465621353,11.981823194073442,-256.20703461024334
5142.5490990746512,11.790772644437153,-256.63547560071214
5271.0188242976074,11.602675652578419,-257.05350000690771
5402.6979443130867,11.417557042939851,-257.46275321387054
5537.6666353253768,11.235469015087558,-257.86452047634998
5676.0070764783059,11.056484617273378,-258.25987768932708
5817.8034998921221,10.88069392765588,-258.64979141415802
5963.1422419503715,10.708201717970343,-259.03519474984961
6112.1117958680234,10.539125896344625,-259.41705645029162
6264.8028655728285,10.373596244668757,-259.79645875448921
6421.3084209327089,10.211752990769989,-260.17470384122305
6581.7237543628798,10.053744575349592,-260.55348304156325
6746.1465388470479,9.8997234226298172,-260.93517856081041
6914.6768874081208,9.7498370546394977,-261.32345918014744
7087.4174140645791,9.6042077283753322,-261.72459264551264
7264.473296309654,9.462880255904448,-262.15076151095548
7445.952339151333,9.3256639040988034,-262.63021022521878
7631.965040752204,9.1915017955553111,-263.24931514594107
7822.6246597090976,9.0540696999107126,-264.47327336053331
8018.0472840134507,9.5860571591493375,-247.5050361222452
8218.3519017345006,8.8785245566183288,-262.10551833235894
8423.6604734681914,8.7597216870752224,-263.11767887946939
8634.0980065960084,8.657116757020626,-263.70502779489357
8849.792631398921,8.5643966635941062,-264.18244668088141
9070.8756790727966,8.4807014632985851,-264.61853424748597
9297.4817616927521,8.4061377267219033,-265.03788511688526
9529.7488541751645,8.3411311666698857,-265.45231833975481
9767.8183782872475,8.2862702405731277,-265.8690448646052
10011.835288755279,8.242260396176448,-266.29358872006867
10261.948161524017,8.2099128563341619,-266.73122542024464
10518.309284221004,8.1901475573353597,-267.18815255776644
10781.074748880768,8.1840041491226589,-267.67326798891702
11050.404546985399,8.1926607310884041,-268.20247631285548
11326.462666879503,8.2174709221913229,-268.81346246935834
11609.417193618754,8.2601429792893555,-269.64589554866154
11899.440411312738,8.3293555663735557,-272.39803812059921
12196.708908024502,8.4093557587931418,-268.43634103120638
12501.403683290757,8.5129520443450133,-269.98506230821994
12813.710258328161,8.6457618372894078,-270.88355847502328
13133.818788992512,8.8085227405365298,-271.71706697824328
13461.924181560084,9.0048629034421683,-272.58027432874633
13798.226211401359,9.2394086601383343,-273.5138249226261
14142.929644619329,9.5179187693270393,-274.54924899452845
14496.244362726517,9.8476708779398923,-275.72126930846758
14858.385490436767,10.238135044136419,-277.07715603623615
15229.573526649505,10.702377058558859,-278.69835107745945
